Deal ID,Effective Date,Stage,Amount,Owner,Name,Carrier Won,Close Date,URL,Bureau ID
1418191398,2020-01-17,Won,7506.0,Cindy Ma,The Garden Cafe,Glow,01/17/2020,https://app.hubspot.com/contacts/6612994/deal/1418191398/,8574785
1423152307,2020-01-22,Won,2632.0,Cindy Ma,Meccha Matcha,Glow,01/21/2020,https://app.hubspot.com/contacts/6612994/deal/1423152307/,9864158
1461906450,2020-03-15,Won,4666.0,Cindy Ma,Corn N Crab,Glow,03/05/2020,https://app.hubspot.com/contacts/6612994/deal/1461906450/,8575607
1500144929,2020-03-22,Won,3766.0,Cindy Ma,Mountain Gardens Nursery & Pet,Glow,03/09/2020,https://app.hubspot.com/contacts/6612994/deal/1500144929/,1678196
1508881694,2020-02-21,Won,3328.0,Christopher Delgado,The Green Fashion Nursery,Glow,02/21/2020,https://app.hubspot.com/contacts/6612994/deal/1508881694/,5354926
1514228822,2020-04-02,Won,5359.0,Cindy Ma,Badge Frame  ,Glow,03/20/2020,https://app.hubspot.com/contacts/6612994/deal/1514228822/,6474212
1514888258,2020-03-01,Won,11430.0,Jeff Lange,Misty's Consignments,Glow,02/28/2020,https://app.hubspot.com/contacts/6612994/deal/1514888258/,5664968
1515166926,2020-04-01,Won,10767.0,Jeff Lange,World Of Wheels,Glow,03/25/2020,https://app.hubspot.com/contacts/6612994/deal/1515166926/,2371968
1515209159,2020-03-05,Won,2511.0,Cindy Ma,All Good Living,Glow,03/05/2020,https://app.hubspot.com/contacts/6612994/deal/1515209159/,7199921
1515023874,2020-04-10,Won,1281.6,Jeff Lange,Ice Cream Chef,Glow,02/21/2020,https://app.hubspot.com/contacts/6612994/deal/1515023874/,8561988
1520015376,2020-03-18,Won,869.0,Cindy Ma,Il Canto Cafe,Glow,03/17/2020,https://app.hubspot.com/contacts/6612994/deal/1520015376/,5539151
1524044137,2020-03-01,Won,18864.0,Cindy Ma,Goodlife Cafe And Bakery,Glow,02/28/2020,https://app.hubspot.com/contacts/6612994/deal/1524044137/,5660992
1524371926,2020-03-07,Won,2187.0,Jeff Lange,Prentice Gallery,Glow,02/26/2020,https://app.hubspot.com/contacts/6612994/deal/1524371926/,6500295
1523538332,2020-03-07,Won,2912.0,Cindy Ma,Super King,Glow,02/21/2020,https://app.hubspot.com/contacts/6612994/deal/1523538332/,2171921
1524482519,2020-03-08,Won,5890.0,Jeff Lange,Burger Mania,Glow,03/03/2020,https://app.hubspot.com/contacts/6612994/deal/1524482519/,8598440
1525429186,2020-04-01,Won,2108.0,Cindy Ma,Grinders Pizzeria,Glow,03/12/2020,https://app.hubspot.com/contacts/6612994/deal/1525429186/,9598085
1529075608,2020-03-01,Won,2764.0,Jeff Lange,Loveland Violin Shop,Glow,02/24/2020,https://app.hubspot.com/contacts/6612994/deal/1529075608/,3711400
1531447459,2020-03-01,Won,11222.0,Cindy Ma,Real Pie Company,Glow,02/27/2020,https://app.hubspot.com/contacts/6612994/deal/1531447459/,171557
1538583833,2020-04-17,Won,1584.0,Cindy Ma,Our Place Restaurant,Glow,03/13/2020,https://app.hubspot.com/contacts/6612994/deal/1538583833/,1775082
1549728553,2020-04-01,Won,15872.0,Jeff Lange,Centro Basco [4/1 3PM],Glow,03/26/2020,https://app.hubspot.com/contacts/6612994/deal/1549728553/,3524016
1550245015,2020-03-13,Won,7167.0,Cindy Ma,K Taquiza,Glow,02/18/2020,https://app.hubspot.com/contacts/6612994/deal/1550245015/,8582236
1558455484,2020-04-01,Won,1766.0,Cindy Ma,Cornell Winery and Tasting Room,Glow,03/25/2020,https://app.hubspot.com/contacts/6612994/deal/1558455484/,5284476 
1563095759,2020-04-01,Won,1465.0,Cindy Ma,The Sweet Art of Cake,Glow,03/19/2020,https://app.hubspot.com/contacts/6612994/deal/1563095759/,5497838
1563102419,2020-03-29,Won,2237.0,Jeff Lange,Yarnal Jewelers,Glow,02/26/2020,https://app.hubspot.com/contacts/6612994/deal/1563102419/,5509900
1566441379,2020-03-31,Won,3137.0,Cindy Ma,Lalo's Tacos,Glow,04/02/2020,https://app.hubspot.com/contacts/6612994/deal/1566441379/,0481809
1567179379,2020-03-05,Won,2125.0,Jeff Lange,Milestone Running Shoe Store,Glow,03/04/2020,https://app.hubspot.com/contacts/6612994/deal/1567179379/,9159252
1567303986,2020-03-05,Won,1620.0,Cindy Ma,Partake Gastropub,Glow,03/03/2020,https://app.hubspot.com/contacts/6612994/deal/1567303986/,6164221
1587271239,2020-04-28,Won,7167.0,Cindy Ma,Pairings Wine Bar Restaurant,Glow,04/10/2020,https://app.hubspot.com/contacts/6612994/deal/1587271239/,8712197
1586802497,2020-04-30,Won,9848.0,Eric Anderberg,Mexico Lindo,Glow,04/29/2020,https://app.hubspot.com/contacts/6612994/deal/1586802497/,9842872
1597021118,2020-04-01,Won,3570.0,Cindy Ma,Denis' Country Kitchen,Glow,02/28/2020,https://app.hubspot.com/contacts/6612994/deal/1597021118/,5202769
1597347926,2020-04-30,Won,1632.6,Cindy Ma,Chili John's,Glow,04/21/2020,https://app.hubspot.com/contacts/6612994/deal/1597347926/,8582636
1599032012,2020-04-23,Won,2073.0,Cindy Ma,Halby's,Glow,04/02/2020,https://app.hubspot.com/contacts/6612994/deal/1599032012/,1487200
1602962150,2020-04-27,Won,1855.6,Cindy Ma,Grails SF,Glow,04/28/2020,https://app.hubspot.com/contacts/6612994/deal/1602962150/,8755906
1605276901,2020-04-01,Won,3564.0,Cindy Ma,Tasha Apparel Wholesale,Glow,03/27/2020,https://app.hubspot.com/contacts/6612994/deal/1605276901/,5805410
1611391843,2020-04-12,Won,13597.0,Jeff Lange,Backyard Bayou,Glow,04/10/2020,https://app.hubspot.com/contacts/6612994/deal/1611391843/,6754305
1625906631,2020-03-07,Won,1408.0,Cindy Ma,FroYo Love,Glow,03/05/2020,https://app.hubspot.com/contacts/6612994/deal/1625906631/,5472271
1627896449,2020-03-05,Won,4436.0,Cindy Ma,HoDaLa,Glow,03/03/2020,https://app.hubspot.com/contacts/6612994/deal/1627896449/,8551150
1637411859,2020-03-12,Won,4281.0,Cindy Ma,Lancer's Bar & Grill,Glow,03/02/2020,https://app.hubspot.com/contacts/6612994/deal/1637411859/,5386661
1650402863,2020-04-24,Won,3103.6,Eric Anderberg,Spoke Bicycle Cafe,Glow,04/24/2020,https://app.hubspot.com/contacts/6612994/deal/1650402863/,8762586
1666821602,2020-03-30,Won,12317.0,Jeff Lange,Taco Nazo,Glow,03/24/2020,https://app.hubspot.com/contacts/6612994/deal/1666821602/,5111882
1667276873,2020-03-18,Won,9412.0,Jeff Lange,Alan Graham Motoring Accessories,Glow,03/06/2020,https://app.hubspot.com/contacts/6612994/deal/1667276873/,3644186
1672700107,2020-03-02,Won,2672.0,Cindy Ma,Sudz Cyber Laundry,Glow,03/05/2020,https://app.hubspot.com/contacts/6612994/deal/1672700107/,5426479
1672901451,2020-04-02,Won,2034.0,Cindy Ma,Gold Link Co,Glow,03/27/2020,https://app.hubspot.com/contacts/6612994/deal/1672901451/,0603870
1672971273,2020-03-30,Won,4256.0,Jeff Lange,Ursula's Costumes,Glow,03/17/2020,https://app.hubspot.com/contacts/6612994/deal/1672971273/,2196352
1673000077,2020-04-27,Won,2727.0,Cindy Ma,Davich Optical,Glow,04/17/2020,https://app.hubspot.com/contacts/6612994/deal/1673000077/,5038368
1676991908,2020-05-02,Won,8984.6,Cindy Ma,Eat Drink Americano,Glow,04/22/2020,https://app.hubspot.com/contacts/6612994/deal/1676991908/,5162938
1677258944,2020-04-09,Won,3598.0,Cindy Ma,Rodolfo's Cucina Italiana,Glow,04/14/2020,https://app.hubspot.com/contacts/6612994/deal/1677258944/,4116679
1677246833,2020-04-15,Won,7132.0,Jeff Lange,Caffe Sport,Glow,03/25/2020,https://app.hubspot.com/contacts/6612994/deal/1677246833/,5397549
1709044952,2020-04-01,Won,2375.0,Cindy Ma,The Harp Inn,Glow,03/23/2020,https://app.hubspot.com/contacts/6612994/deal/1709044952/,3200114
1716827298,2020-04-16,Won,3654.6,Cindy Ma,JJ's Cafe,Glow,04/20/2020,https://app.hubspot.com/contacts/6612994/deal/1716827298/,9155451
1720851430,2020-05-12,Won,1812.0,Eric Anderberg,Style Home Theaters,Glow,05/12/2020,https://app.hubspot.com/contacts/6612994/deal/1720851430/,8636538
1722722304,2020-04-30,Won,11041.0,Cindy Ma,Via-Mar,Glow,04/28/2020,https://app.hubspot.com/contacts/6612994/deal/1722722304/,5343488
1726311638,2020-05-13,Won,1247.0,Cindy Ma,Little Roots Toy Shop,Glow,04/13/2020,https://app.hubspot.com/contacts/6612994/deal/1726311638/,6344438
1744705090,2020-05-01,Won,3100.0,Eric Anderberg,Bravo Taqueria,Glow,04/21/2020,https://app.hubspot.com/contacts/6612994/deal/1744705090/,5801581
1750218298,2020-04-27,Won,4651.6,Cindy Ma,Avasco Medical Supply,Glow,04/27/2020,https://app.hubspot.com/contacts/6612994/deal/1750218298/,4692380
1750335856,2020-05-01,Won,2108.0,Cindy Ma,April 8 Cafe,Glow,04/30/2020,https://app.hubspot.com/contacts/6612994/deal/1750335856/,9831731
1749332009,2020-04-30,Won,1319.6,Cindy Ma,Carousel Drive In,Glow,04/28/2020,https://app.hubspot.com/contacts/6612994/deal/1749332009/,4587071
1765553259,2020-03-30,Won,4790.0,Cindy Ma,La Nortena Bakery,Glow,03/31/2020,https://app.hubspot.com/contacts/6612994/deal/1765553259/,6157089
1767129164,2020-04-28,Won,2895.0,Eric Anderberg,Rincon Sabroso Restaurant,Glow,04/21/2020,https://app.hubspot.com/contacts/6612994/deal/1767129164/,5136256
1781909804,2020-06-07,Won,5838.0,Eric Anderberg,RSD Alarms,Glow,06/09/2020,https://app.hubspot.com/contacts/6612994/deal/1781909804/,6860441
1782315739,2020-05-17,Won,5290.8,Eric Anderberg,Newport Center Pharmacy United Drugs,Glow,05/07/2020,https://app.hubspot.com/contacts/6612994/deal/1782315739/,2207038
1782658080,2020-05-28,Won,1638.0,Eric Anderberg,Patco Jewelers,Glow,04/28/2020,https://app.hubspot.com/contacts/6612994/deal/1782658080/,8591565
1782917899,2020-05-01,Won,1209.0,Cindy Ma,Cupertino Bike Shop,Glow,04/16/2020,https://app.hubspot.com/contacts/6612994/deal/1782917899/,0808294
1782931778,2020-05-01,Won,3265.0,Eric Anderberg,El Jarro,Glow,04/27/2020,https://app.hubspot.com/contacts/6612994/deal/1782931778/,5038714
1785633961,2020-06-04,Won,2654.0,Eric Anderberg,DoWell Dental Products,Glow,06/10/2020,https://app.hubspot.com/contacts/6612994/deal/1785633961/,5836013
1789799111,2020-06-09,Won,2093.0,Cindy Ma,Patty's Original Cheese Zombies,Glow,05/26/2020,https://app.hubspot.com/contacts/6612994/deal/1789799111/,9951542
1798697259,2020-06-20,Won,738.0,Cindy Ma,Designs In Gold,Glow,05/28/2020,https://app.hubspot.com/contacts/6612994/deal/1798697259/,2854159
1808884290,2020-05-29,Won,1579.0,Eric Anderberg,The Sandwich Spot,Glow,05/04/2020,https://app.hubspot.com/contacts/6612994/deal/1808884290/,7786698
1813764854,2020-05-01,Won,2834.0,Cindy Ma,Uncle Boy's,Glow,04/15/2020,https://app.hubspot.com/contacts/6612994/deal/1813764854/,5653585
1813784230,2020-06-12,Won,8237.0,Eric Anderberg,New York Pizza Department,Glow,06/12/2020,https://app.hubspot.com/contacts/6612994/deal/1813784230/,8846260
1818314462,2020-06-01,Won,1507.0,Eric Anderberg,Taqueria Los Padilla,Glow,05/26/2020,https://app.hubspot.com/contacts/6612994/deal/1818314462/,9990525
1835381608,2020-05-05,Won,6518.0,Cindy Ma,Wähfles,Glow,04/30/2020,https://app.hubspot.com/contacts/6612994/deal/1835381608/,9132268
1837299385,2020-06-02,Won,3786.0,Eric Anderberg,Plentea - San Francisco,Glow,05/21/2020,https://app.hubspot.com/contacts/6612994/deal/1837299385/,9815652
1837224613,2020-04-09,Won,2834.0,Cindy Ma,Pizza Q BBQ,Glow,04/08/2020,https://app.hubspot.com/contacts/6612994/deal/1837224613/,9856696
1846758600,2020-05-24,Won,19986.0,Eric Anderberg,Healthy Creations Cafe,Glow,05/13/2020,https://app.hubspot.com/contacts/6612994/deal/1846758600/,7325978
1850178832,2020-06-27,Won,2144.0,Eric Anderberg,Rolling Zone Creamery,Glow,05/26/2020,https://app.hubspot.com/contacts/6612994/deal/1850178832/,9584416
1850519995,2020-04-15,Won,1946.0,Cindy Ma,Bellflower Music Center,Glow,04/15/2020,https://app.hubspot.com/contacts/6612994/deal/1850519995/,9976455
1854238400,2020-07-01,Won,5725.0,Eric Anderberg,Monster Gardens,Glow,06/27/2020,https://app.hubspot.com/contacts/6612994/deal/1854238400/,6269001
1854761971,2020-06-01,Won,1755.0,Eric Anderberg,Just Trains,Glow,05/29/2020,https://app.hubspot.com/contacts/6612994/deal/1854761971/,7516123
1861901693,2020-06-12,Won,10191.0,Eric Anderberg,Trinidad Bay Eatery And Gallery,Glow,06/08/2020,https://app.hubspot.com/contacts/6612994/deal/1861901693/,5455087
1862000075,2020-06-30,Won,9870.0,Eric Anderberg,Italia Deli & Bakery,Glow,06/29/2020,https://app.hubspot.com/contacts/6612994/deal/1862000075/,3802642
1870915572,2020-06-16,Won,4033.0,Eric Anderberg,Susan Bacchi Design,Glow,06/17/2020,https://app.hubspot.com/contacts/6612994/deal/1870915572/,9817863
1876976504,2020-06-03,Won,1893.0,Cindy Ma,Original Mona Lisa,Glow,05/21/2020,https://app.hubspot.com/contacts/6612994/deal/1876976504/,5663143
1878067782,2020-06-04,Won,1442.0,Eric Anderberg,Petali,Glow,05/26/2020,https://app.hubspot.com/contacts/6612994/deal/1878067782/,6480236
1887901530,2020-04-25,Won,15475.4,Jeff Lange,Woody's Classic Grill,Glow,04/23/2020,https://app.hubspot.com/contacts/6612994/deal/1887901530/,9557074
1893788211,2020-05-01,Won,1886.0,Cindy Ma,Valley Photo Service,Glow,04/29/2020,https://app.hubspot.com/contacts/6612994/deal/1893788211/,2170936
1909826847,2020-06-09,Won,7439.0,Cindy Ma,Red Panka,Glow,05/14/2020,https://app.hubspot.com/contacts/6612994/deal/1909826847/,9982770
1913557860,2020-05-05,Won,7130.0,Jeff Lange,Ramen Okawari,Glow,04/30/2020,https://app.hubspot.com/contacts/6612994/deal/1913557860/,9829372
1919954575,2020-06-03,Won,3214.0,Eric Anderberg,Mangy Moose Cafe,Glow,05/25/2020,https://app.hubspot.com/contacts/6612994/deal/1919954575/,7663612
1920792478,2020-06-01,Won,4727.0,Eric Anderberg,Sushi Noguchi,Glow,05/28/2020,https://app.hubspot.com/contacts/6612994/deal/1920792478/,6352549
1920781922,2020-05-12,Won,4669.0,Cindy Ma,Thai Tangerine Restaurant,Glow,05/07/2020,https://app.hubspot.com/contacts/6612994/deal/1920781922/,5616648
1944041178,2020-07-31,Won,1618.0,Eric Anderberg,Sam's Bann Thai,Glow,08/01/2020,https://app.hubspot.com/contacts/6612994/deal/1944041178/,9407190
1944136416,2020-05-20,Won,1288.0,Eric Anderberg,Mr Kebab,Glow,05/19/2020,https://app.hubspot.com/contacts/6612994/deal/1944136416/,9860639
1956028168,2020-06-30,Won,3606.0,Josh Owens,Golden Gate Optical Manufacturers,Glow,06/25/2020,https://app.hubspot.com/contacts/6612994/deal/1956028168/,7661879
1957264535,2020-06-18,Won,2599.0,Eric Anderberg,3rd Avenue Sports Bar & Grill,Glow,06/19/2020,https://app.hubspot.com/contacts/6612994/deal/1957264535/,1824471
1956594287,2020-06-17,Won,976.0,Eric Anderberg,Go Get Yogurt,Glow,05/15/2020,https://app.hubspot.com/contacts/6612994/deal/1956594287/,9832187
1974016480,2020-07-01,Won,11708.0,Eric Anderberg,Kingsbridge International,Glow,06/26/2020,https://app.hubspot.com/contacts/6612994/deal/1974016480/,0007524
1975931735,2020-05-11,Won,6938.6,Jeff Lange,Kent Sports Inc,Glow,05/09/2020,https://app.hubspot.com/contacts/6612994/deal/1975931735/,2704744
1985892696,2020-06-30,Won,2175.0,Eric Anderberg,Coffee Catz,Glow,06/09/2020,https://app.hubspot.com/contacts/6612994/deal/1985892696/,6450038
1987551999,2020-07-31,Won,10174.0,Eric Anderberg,AB Supply,Glow,07/21/2020,https://app.hubspot.com/contacts/6612994/deal/1987551999/,7843299
1987666248,2020-06-01,Won,987.0,Eric Anderberg,Century World News,Glow,05/20/2020,https://app.hubspot.com/contacts/6612994/deal/1987666248/,0282830
1987989088,2020-05-15,Won,466.0,Cindy Ma,Newport Consulting Group,Glow,05/18/2020,https://app.hubspot.com/contacts/6612994/deal/1987989088/,1004632
1988493365,2020-06-01,Won,986.0,Eric Anderberg,Mail N More,Glow,05/20/2020,https://app.hubspot.com/contacts/6612994/deal/1988493365/,5182899
1991276992,2020-07-14,Won,7875.0,Josh Owens,Bliss Cafe,Glow,06/30/2020,https://app.hubspot.com/contacts/6612994/deal/1991276992/,5256937
1997119963,2020-06-25,Won,9118.0,Eric Anderberg,Teo Chow Noodle Shack,Glow,06/18/2020,https://app.hubspot.com/contacts/6612994/deal/1997119963/,5203909
2003804600,2020-06-01,Won,8252.0,Eric Anderberg,Den Mobler,Glow,05/31/2020,https://app.hubspot.com/contacts/6612994/deal/2003804600/,8638020
2004171842,2020-07-10,Won,4020.0,Eric Anderberg,Electro-Mech Components Inc,Glow,07/02/2020,https://app.hubspot.com/contacts/6612994/deal/2004171842/,2564274
2004247596,2020-06-08,Won,9250.0,Eric Anderberg,"Hanton International (USA) Group, Inc.",Glow,06/09/2020,https://app.hubspot.com/contacts/6612994/deal/2004247596/,9853062
2018365695,2020-07-01,Won,67238.0,Eric Anderberg,Geoffrey's,Glow,06/19/2020,https://app.hubspot.com/contacts/6612994/deal/2018365695/,1691988
2023407859,2020-06-01,Won,1579.0,Cindy Ma,Happy Lemon,Glow,05/27/2020,https://app.hubspot.com/contacts/6612994/deal/2023407859/,9890485
2210655516,2020-06-01,Won,2277.0,Jeff Lange,Elegant Textiles Inc,Glow,05/29/2020,https://app.hubspot.com/contacts/6612994/deal/2210655516/,4664746
2237353987,2020-06-19,Won,2291.0,Cindy Ma,A Tea Thing,Glow,05/28/2020,https://app.hubspot.com/contacts/6612994/deal/2237353987/,9160572
2237439104,2020-07-14,Won,19617.0,Eric Anderberg,Whitecaps Pizza,Glow,07/22/2020,https://app.hubspot.com/contacts/6612994/deal/2237439104/,8576166
2239412203,2020-06-21,Won,5185.0,Eric Anderberg,YES! Embroidery,Glow,06/19/2020,https://app.hubspot.com/contacts/6612994/deal/2239412203/,9853906
2212486917,2020-07-19,Won,1336.0,Eric Anderberg,Tantardini's European Bakery-Deli,Glow,07/17/2020,https://app.hubspot.com/contacts/6612994/deal/2212486917/,9133701
2241997930,2020-06-07,Won,2632.0,Eric Anderberg,Dairy Queen,Glow,06/05/2020,https://app.hubspot.com/contacts/6612994/deal/2241997930/,9073794
2261088821,2020-06-30,Won,2145.0,Eric Anderberg,Pittman Products International,Glow,06/30/2020,https://app.hubspot.com/contacts/6612994/deal/2261088821/,5237631
2263715158,2020-08-13,Won,8612.0,Eric Anderberg,Air Control Services,Glow,08/12/2020,https://app.hubspot.com/contacts/6612994/deal/2263715158/,7633110
2265246363,2020-07-03,Won,4666.0,Eric Anderberg,Eboshi Ramen Bar,Glow,06/29/2020,https://app.hubspot.com/contacts/6612994/deal/2265246363/,3346727
2265502139,2020-07-16,Won,6040.0,Eric Anderberg,Ortega's Cocina,Glow,07/17/2020,https://app.hubspot.com/contacts/6612994/deal/2265502139/,4791608
2267119349,2020-08-13,Won,3926.4,Eric Anderberg,Subway,Glow,08/19/2020,https://app.hubspot.com/contacts/6612994/deal/2267119349/,1476417
2267222826,2020-07-28,Won,3192.0,Eric Anderberg,Roots Cafe,Glow,07/28/2020,https://app.hubspot.com/contacts/6612994/deal/2267222826/,9831544
2252217788,2020-08-03,Won,4557.0,Eric Anderberg,McNamara Sports,Glow,07/29/2020,https://app.hubspot.com/contacts/6612994/deal/2252217788/,5095503
2269078109,2020-06-06,Won,12359.0,Eric Anderberg,Banana Bay Restaurant,Glow,06/17/2020,https://app.hubspot.com/contacts/6612994/deal/2269078109/,9991689
2273487251,2020-08-26,Won,2610.6,Eric Anderberg,Craftsman Jewelry,Glow,08/27/2020,https://app.hubspot.com/contacts/6612994/deal/2273487251/,9835681
2276055214,2020-08-01,Won,2787.0,Eric Anderberg,Digital Stitchz,Glow,07/24/2020,https://app.hubspot.com/contacts/6612994/deal/2276055214/,7639894
2282861297,2020-08-25,Won,2735.6,Eric Anderberg,Stone Pride International Corp,Glow,09/01/2020,https://app.hubspot.com/contacts/6612994/deal/2282861297/,5169600
2282883575,2020-07-01,Won,1843.0,Eric Anderberg,You Send Me,Glow,06/22/2020,https://app.hubspot.com/contacts/6612994/deal/2282883575/,5346221
2280637266,2020-08-22,Won,785.8,Eric Anderberg,Diamonds by Monet,Glow,08/19/2020,https://app.hubspot.com/contacts/6612994/deal/2280637266/,9409981
2285881568,2020-08-09,Won,3334.8,Eric Anderberg,Fully Promoted of Temecula Valley,Glow,08/14/2020,https://app.hubspot.com/contacts/6612994/deal/2285881568/,8882307
2289480443,2020-08-11,Won,6599.2,Eric Anderberg,Discount Hobby Warehouse,Glow,08/13/2020,https://app.hubspot.com/contacts/6612994/deal/2289480443/,5026003
2330742880,2020-08-03,Won,1672.8,Eric Anderberg,Thumbs Up Burger,Glow,08/20/2020,https://app.hubspot.com/contacts/6612994/deal/2330742880/,5235479
2368435687,2020-08-08,Won,2317.0,Eric Anderberg,Promo Stock USA,Glow,07/30/2020,https://app.hubspot.com/contacts/6612994/deal/2368435687/,6003060
2408701396,2020-09-19,Won,1139.6,Eric Anderberg,ISI Landscapes,Glow,09/02/2020,https://app.hubspot.com/contacts/6612994/deal/2408701396/,9954766
2456031985,2020-09-01,Won,6050.4,Eric Anderberg,American Material Company,Glow,08/26/2020,https://app.hubspot.com/contacts/6612994/deal/2456031985/,0144964
2456227069,2020-09-25,Won,3744.0,Eric Anderberg,Del Mar Grill & Cantina,Glow,09/28/2020,https://app.hubspot.com/contacts/6612994/deal/2456227069/,8567877
2456504098,2020-08-01,Won,1354.6,Eric Anderberg,La Prints,Glow,08/07/2020,https://app.hubspot.com/contacts/6612994/deal/2456504098/,5730161
2459813999,2020-07-31,Won,4454.0,Eric Anderberg,FreshStor,Glow,07/29/2020,https://app.hubspot.com/contacts/6612994/deal/2459813999/,8804401
2460166890,2020-08-23,Won,4926.8,Eric Anderberg,Metro Lighting,Glow,08/25/2020,https://app.hubspot.com/contacts/6612994/deal/2460166890/,3754008
2467021018,2020-09-30,Won,3696.6,Eric Anderberg,Twin Dragon,Glow,10/09/2020,https://app.hubspot.com/contacts/6612994/deal/2467021018/,0855905
2470602557,2020-08-26,Won,1920.0,Jeff Lange,Subway 971,Glow,08/10/2020,https://app.hubspot.com/contacts/6612994/deal/2470602557/,1065494
2658265912,2020-10-20,Won,7990.0,Ryan Penfold,Wazabi Sushi,Glow,09/30/2020,https://app.hubspot.com/contacts/6612994/deal/2658265912/,9968177
